YLL,Year,Plot.Range,Plot.Column,location,trial,gid_female,tester_male,hybrid,seq,fold,DTF_S,DTM_S,yield_S,prot_S,oil_S,SAT_S,TGLU_S
YLL_8,2021,11,38,loc3,trial_20,geno_6,t_5,hybrid_24,174,4,NA,-1.370257973,-2.448295173,2.155384391,-2.554541718,0.407044828,1.201855796
YLL_11,2021,6,34,loc1,trial_21,geno_6,t_8,hybrid_27,175,4,NA,-0.769581069,-1.476629652,NA,NA,NA,NA
YLL_7,2021,1,5,loc7,trial_32,geno_6,t_4,hybrid_25,176,4,0.849257959,0.431772739,NA,NA,NA,NA,NA
YLL_11,2021,5,4,loc1,trial_15,geno_6,t_4,hybrid_25,177,4,NA,-1.490393354,-1.306545531,NA,NA,NA,NA
YLL_8,2021,10,24,loc3,trial_20,geno_6,t_4,hybrid_25,178,4,NA,-1.490393354,-2.465676811,2.345186588,-2.014224538,-0.193569863,1.803525627
YLL_19,2020,1,8,loc9,trial_33,geno_7,t_4,hybrid_28,179,3,0.027518997,-0.048768784,0.001662613,-0.851794163,0.683388441,0.47770538,-0.248322772
YLL_20,2020,2,1,loc3,trial_33,geno_7,t_4,hybrid_28,180,3,NA,0.431772739,NA,NA,NA,NA,NA
YLL_20,2020,2,2,loc3,trial_33,geno_7,t_9,hybrid_29,181,3,NA,0.792178882,NA,NA,NA,NA,NA
YLL_21,2020,3,5,loc10,trial_33,geno_7,t_7,hybrid_30,182,3,NA,-1.129987212,0.494000159,-0.487018066,0.353636044,-0.511542346,-1.494087871
YLL_19,2020,4,10,loc9,trial_33,geno_7,t_6,hybrid_31,183,3,0.027518997,-0.048768784,-0.595924478,-1.403406797,0.468850737,0.831008139,-0.610867414
YLL_22,2020,1,4,loc7,trial_33,geno_7,t_9,hybrid_29,184,3,1.013605751,2.233803452,1.305605326,NA,NA,NA,NA
YLL_22,2020,2,5,loc7,trial_33,geno_7,t_7,hybrid_30,185,3,1.013605751,2.233803452,1.28513125,NA,NA,NA,NA
YLL_20,2020,2,3,loc3,trial_33,geno_7,t_10,hybrid_32,186,3,NA,0.431772739,NA,NA,NA,NA,NA
YLL_23,2020,2,5,loc4,trial_33,geno_7,t_6,hybrid_31,187,3,-1.451611133,-0.409174927,1.197476612,-0.166726859,-0.035710159,0.195063172,0.411199928
YLL_22,2020,3,4,loc7,trial_33,geno_7,t_6,hybrid_31,188,3,1.013605751,2.233803452,1.934330075,NA,NA,NA,NA
YLL_19,2020,1,30,loc9,trial_33,geno_7,t_9,hybrid_29,189,3,0.191866789,-0.048768784,-0.515094533,-0.184520815,-0.365462555,1.466953106,-0.121046461
YLL_24,2020,2,5,loc8,trial_33,geno_7,t_10,hybrid_32,190,3,NA,0.071366597,0.678160206,-2.165581243,2.141450243,-0.970835933,-0.001483867
YLL_19,2020,2,22,loc9,trial_33,geno_7,t_10,hybrid_32,191,3,-0.136828795,-0.048768784,0.336818971,-1.044562019,0.460904896,-0.723524001,0.087223865
YLL_19,2020,3,18,loc9,trial_33,geno_7,t_7,hybrid_30,192,3,0.027518997,-0.168904165,-0.214488178,-0.783583998,-0.357516714,1.325632002,-0.375599082
YLL_25,2020,1,8,loc2,trial_33,geno_7,t_4,hybrid_28,193,3,NA,1.152585025,0.472886268,NA,NA,NA,NA
YLL_25,2020,1,30,loc2,trial_33,geno_7,t_9,hybrid_29,194,3,NA,1.152585025,0.231356153,NA,NA,NA,NA
YLL_21,2020,4,18,loc10,trial_33,geno_7,t_4,hybrid_28,195,3,NA,-1.370257973,0.436310184,-0.199349112,0.6754426,0.018411793,0.091080723
YLL_25,2020,2,22,loc2,trial_33,geno_7,t_10,hybrid_32,196,3,NA,0.792178882,0.722200797,NA,NA,NA,NA
YLL_21,2020,4,20,loc10,trial_33,geno_7,t_6,hybrid_31,197,3,NA,-1.129987212,0.690956504,-0.264593617,0.361581885,0.689687035,0.075653291
YLL_22,2020,1,30,loc7,trial_33,geno_7,t_4,hybrid_28,198,3,1.013605751,2.233803452,1.434528023,NA,NA,NA,NA
YLL_23,2020,2,1,loc4,trial_33,geno_7,t_4,hybrid_28,199,3,-1.94465451,-0.769581069,1.007344959,-0.157829881,0.298015158,-0.052248759,-0.537587114
YLL_22,2020,2,19,loc7,trial_33,geno_7,t_10,hybrid_32,200,3,1.013605751,2.113668071,1.2385314,NA,NA,NA,NA
YLL_23,2020,2,3,loc4,trial_33,geno_7,t_10,hybrid_32,201,3,-1.94465451,-0.88971645,0.936325508,-0.55522823,0.329798522,-0.688193725,-0.005340725
YLL_23,2020,2,2,loc4,trial_33,geno_7,t_9,hybrid_29,202,3,-1.94465451,-0.769581069,0.996788014,-0.611575758,0.592011271,-0.052248759,0.191359028
YLL_20,2020,2,5,loc3,trial_33,geno_7,t_6,hybrid_31,203,3,NA,1.032449644,NA,NA,NA,NA,NA
YLL_24,2020,2,16,loc8,trial_33,geno_7,t_9,hybrid_29,204,3,NA,-0.048768784,0.609700015,-2.951480964,2.447365117,-1.218147864,-1.03897864
YLL_24,2020,3,10,loc8,trial_33,geno_7,t_6,hybrid_31,205,3,NA,-0.048768784,0.628041375,-2.017298277,2.467229719,-1.677441451,0.006229849
YLL_25,2020,3,18,loc2,trial_33,geno_7,t_7,hybrid_30,206,3,NA,0.792178882,0.40485262,NA,NA,NA,NA
YLL_21,2020,3,6,loc10,trial_33,geno_7,t_10,hybrid_32,207,3,NA,-1.250122593,0.371902154,-0.083688398,0.305960999,-0.65286345,-0.375599082
YLL_21,2020,3,12,loc10,trial_33,geno_7,t_9,hybrid_29,208,3,NA,-1.009851831,1.00020036,-0.60267878,1.03300544,-1.041496485,-0.738143724
YLL_24,2020,3,30,loc8,trial_33,geno_7,t_7,hybrid_30,209,3,NA,-0.168904165,0.752592003,NA,NA,NA,NA
YLL_20,2020,2,4,loc3,trial_33,geno_7,t_7,hybrid_30,210,3,NA,0.912314263,NA,NA,NA,NA,NA
YLL_25,2020,4,10,loc2,trial_33,geno_7,t_6,hybrid_31,211,3,NA,1.272720405,0.241273284,NA,NA,NA,NA
YLL_23,2020,2,4,loc4,trial_33,geno_7,t_7,hybrid_30,212,3,-2.109002303,-0.769581069,1.200462415,-1.320368336,0.174854625,1.325632002,-0.954127766
YLL_24,2020,3,27,loc8,trial_33,geno_7,t_4,hybrid_28,213,3,NA,-0.168904165,0.533242138,NA,NA,NA,NA
YLL_26,2020,1,25,loc8,trial_34,geno_8,t_9,hybrid_33,214,3,NA,0.431772739,0.038238697,-0.721305152,1.581268461,-1.854092831,0.18750217
YLL_27,2020,4,22,loc3,trial_34,geno_8,t_7,hybrid_34,215,3,NA,0.55190812,1.774056449,-0.033272189,-0.166816533,1.25497145,-0.67257714
YLL_27,2020,4,19,loc3,trial_34,geno_8,t_4,hybrid_35,216,3,NA,0.672043501,1.430049319,0.242534128,0.468850737,-0.511542346,-1.011980635
YLL_27,2020,4,20,loc3,trial_34,geno_8,t_9,hybrid_33,217,3,NA,-0.048768784,0.95104125,-0.282387573,0.290069317,-0.511542346,-0.213611051
YLL_28,2020,1,15,loc10,trial_34,geno_8,t_9,hybrid_33,218,3,NA,-1.129987212,-0.073942177,-0.092585376,1.156165973,-1.606780899,-0.618581129
YLL_27,2020,4,21,loc3,trial_34,geno_8,t_10,hybrid_36,219,3,NA,0.672043501,1.261671371,0.459027258,-0.234356181,-0.193569863,-0.992696345
YLL_27,2020,4,23,loc3,trial_34,geno_8,t_6,hybrid_37,220,3,NA,0.672043501,1.500535591,0.459027258,-0.182708215,0.548365932,-0.244465914
YLL_29,2020,2,17,loc2,trial_34,geno_8,t_9,hybrid_33,221,3,NA,0.672043501,0.127599508,NA,NA,NA,NA
YLL_30,2020,4,20,loc4,trial_34,geno_8,t_9,hybrid_33,222,3,-0.958567757,-0.409174927,0.640837672,-1.210638941,1.330974473,0.371714552,-0.25217963
YLL_30,2020,4,19,loc4,trial_34,geno_8,t_4,hybrid_35,223,3,-1.122915549,-0.649445688,0.298749986,-0.73316779,1.231651462,0.336384276,0.245355038
YLL_31,2020,2,24,loc7,trial_34,geno_8,t_7,hybrid_34,224,3,NA,2.233803452,-0.10444002,NA,NA,NA,NA
YLL_31,2020,4,1,loc7,trial_34,geno_8,t_9,hybrid_33,225,3,1.177953543,2.233803452,0.772426265,NA,NA,NA,NA
YLL_26,2020,1,29,loc8,trial_34,geno_8,t_4,hybrid_35,226,3,NA,0.191501978,0.392162958,-0.531502956,1.052870042,-1.182817588,1.398555548
YLL_32,2020,4,28,loc9,trial_34,geno_8,t_6,hybrid_37,227,3,0.356214582,0.191501978,0.358466041,-0.676820263,-0.166816533,1.643604485,0.345633344
YLL_28,2020,1,8,loc10,trial_34,geno_8,t_10,hybrid_36,228,3,NA,-1.490393354,-0.519359965,0.553928357,0.94560119,-1.394799244,-0.52601654
YLL_26,2020,4,8,loc8,trial_34,geno_8,t_7,hybrid_34,229,3,NA,0.071366597,0.625375479,-2.032126573,1.823616608,0.336384276,-0.483591103
YLL_31,2020,1,9,loc7,trial_34,geno_8,t_10,hybrid_36,230,3,1.177953543,2.113668071,0.593917915,NA,NA,NA,NA
YLL_29,2020,3,13,loc2,trial_34,geno_8,t_10,hybrid_36,231,3,NA,1.152585025,-0.039392174,NA,NA,NA,NA
YLL_28,2020,3,30,loc10,trial_34,geno_8,t_7,hybrid_34,232,3,NA,-1.370257973,0.339164959,-0.478121088,0.711198884,0.725017311,-0.715002577
YLL_29,2020,4,28,loc2,trial_34,geno_8,t_6,hybrid_37,233,3,NA,1.152585025,0.855495562,NA,NA,NA,NA
YLL_31,2020,2,12,loc7,trial_34,geno_8,t_6,hybrid_37,234,3,NA,2.353938833,0.347269281,NA,NA,NA,NA
YLL_28,2020,4,29,loc10,trial_34,geno_8,t_6,hybrid_37,235,3,NA,-1.250122593,0.741715151,0.304812973,0.917790747,-0.29956069,0.229927607
YLL_28,2020,4,14,loc10,trial_34,geno_8,t_4,hybrid_35,236,3,NA,-1.009851831,0.913718716,-0.101482354,1.235624382,-0.864845105,0.156647307
YLL_30,2020,4,21,loc4,trial_34,geno_8,t_10,hybrid_36,237,3,-0.958567757,-0.409174927,0.087504442,-0.893313393,1.12438261,0.47770538,-0.52601654
YLL_29,2020,1,25,loc2,trial_34,geno_8,t_4,hybrid_35,238,3,NA,0.912314263,0.500824851,NA,NA,NA,NA
YLL_30,2020,4,22,loc4,trial_34,geno_8,t_7,hybrid_34,239,3,-1.122915549,-0.409174927,0.380113111,-1.278849105,0.691334282,0.053742069,-0.915559187
YLL_26,2020,4,13,loc8,trial_34,geno_8,t_10,hybrid_36,240,3,NA,0.311637359,0.197765872,-0.896279053,2.02226263,-1.924753383,0.577044817
YLL_32,2020,3,13,loc9,trial_34,geno_8,t_10,hybrid_36,241,3,0.027518997,0.191501978,0.424047066,-1.115737842,0.266231795,0.301054,-0.17889933
YLL_31,2020,1,18,loc7,trial_34,geno_8,t_4,hybrid_35,242,3,1.013605751,1.87339731,0.282008164,NA,NA,NA,NA
YLL_32,2020,2,17,loc9,trial_34,geno_8,t_9,hybrid_33,243,3,0.191866789,0.191501978,0.583254334,-1.551689763,0.687361361,0.265723724,-1.089117792
YLL_32,2020,1,25,loc9,trial_34,geno_8,t_4,hybrid_35,244,3,0.027518997,0.071366597,0.906467481,-0.398048286,0.611875873,-0.546872622,-0.229038482
YLL_29,2020,4,5,loc2,trial_34,geno_8,t_7,hybrid_34,245,3,NA,1.032449644,0.404532712,NA,NA,NA,NA
YLL_26,2020,2,29,loc8,trial_34,geno_8,t_6,hybrid_37,246,3,NA,-0.048768784,0.088784072,-0.487018066,2.038154311,-0.688193725,0.985871754
YLL_32,2020,4,5,loc9,trial_34,geno_8,t_7,hybrid_34,247,3,0.191866789,0.311637359,0.165775129,-2.251585363,0.111287898,1.855586141,-0.387169656
YLL_30,2020,4,23,loc4,trial_34,geno_8,t_6,hybrid_37,248,3,-0.794219964,-0.409174927,0.516287043,-0.445498835,0.802576054,1.113650346,0.083367007
YLL_33,2020,4,3,loc2,trial_35,geno_9,t_7,hybrid_38,249,3,NA,1.152585025,0.298323443,NA,NA,NA,NA
YLL_34,2020,4,10,loc4,trial_35,geno_9,t_10,hybrid_39,250,3,-1.287263341,-0.769581069,0.071295799,-2.227860089,0.480769499,0.442375104,0.731319133
YLL_34,2020,4,9,loc4,trial_35,geno_9,t_9,hybrid_40,251,3,-1.122915549,-0.769581069,0.885140318,-2.459181516,0.862169861,0.371714552,-1.073690361
YLL_33,2020,2,15,loc2,trial_35,geno_9,t_9,hybrid_40,252,3,NA,0.912314263,0.13900954,NA,NA,NA,NA
YLL_33,2020,3,11,loc2,trial_35,geno_9,t_10,hybrid_39,253,3,NA,1.032449644,0.195206613,NA,NA,NA,NA
YLL_34,2020,4,13,loc4,trial_35,geno_9,t_6,hybrid_41,254,3,-0.958567757,-0.289039546,0.742461601,-1.714801026,0.051694091,2.314879728,-0.711145719
YLL_33,2020,1,23,loc2,trial_35,geno_9,t_4,hybrid_42,255,3,NA,1.152585025,0.875756367,NA,NA,NA,NA
YLL_35,2020,3,15,loc10,trial_35,geno_9,t_10,hybrid_39,256,3,NA,-1.250122593,0.898469795,-0.481086747,0.599957112,-0.440881794,-0.981125771
YLL_36,2020,4,9,loc3,trial_35,geno_9,t_9,hybrid_40,257,3,NA,0.431772739,NA,NA,NA,NA,NA
YLL_34,2020,4,12,loc4,trial_35,geno_9,t_7,hybrid_38,258,3,-1.122915549,-0.409174927,0.672401873,-1.863083992,-0.31381459,2.102898072,-0.730430008
YLL_35,2020,2,18,loc10,trial_35,geno_9,t_7,hybrid_38,259,3,NA,-1.129987212,0.873517015,-1.533895807,0.337744363,1.007659519,-0.514445966
YLL_36,2020,4,10,loc3,trial_35,geno_9,t_10,hybrid_39,260,3,NA,0.55190812,NA,NA,NA,NA,NA
YLL_37,2020,2,24,loc7,trial_35,geno_9,t_10,hybrid_39,261,3,1.013605751,2.353938833,0.217706769,NA,NA,NA,NA
YLL_37,2020,3,17,loc7,trial_35,geno_9,t_7,hybrid_38,262,3,1.177953543,2.474074214,0.454225001,NA,NA,NA,NA
YLL_37,2020,1,20,loc7,trial_35,geno_9,t_9,hybrid_40,263,3,1.177953543,2.233803452,-0.127046812,NA,NA,NA,NA
YLL_37,2020,1,24,loc7,trial_35,geno_9,t_6,hybrid_41,264,3,1.177953543,2.353938833,0.978233382,NA,NA,NA,NA
YLL_35,2020,2,19,loc10,trial_35,geno_9,t_4,hybrid_42,265,3,NA,-1.250122593,0.973648042,-0.973386195,1.30316403,-0.970835933,-0.903988614
YLL_35,2020,4,16,loc10,trial_35,geno_9,t_6,hybrid_41,266,3,NA,-1.009851831,1.248235259,-0.561159549,0.337744363,0.795677863,0.345633344
YLL_38,2020,3,11,loc9,trial_35,geno_9,t_10,hybrid_39,267,3,0.027518997,0.311637359,0.153938553,-1.78301119,-0.095303965,0.725017311,0.125792444
YLL_38,2020,4,3,loc9,trial_35,geno_9,t_7,hybrid_38,268,3,0.191866789,0.191501978,0.071615706,-2.029160914,-0.087358124,1.360962278,-0.067050451
YLL_36,2020,4,13,loc3,trial_35,geno_9,t_6,hybrid_41,269,3,NA,1.032449644,NA,NA,NA,NA,NA
YLL_39,2020,4,9,loc8,trial_35,geno_9,t_6,hybrid_41,270,3,NA,-0.048768784,0.355480239,-2.476975472,2.56655273,0.371714552,0.056369002
YLL_33,2020,4,25,loc2,trial_35,geno_9,t_6,hybrid_41,271,3,NA,1.272720405,0.345883015,NA,NA,NA,NA
YLL_38,2020,2,15,loc9,trial_35,geno_9,t_9,hybrid_40,272,3,0.027518997,0.311637359,0.435457098,-2.115165034,0.85422402,1.43162283,-0.45273624
YLL_37,2020,3,24,loc7,trial_35,geno_9,t_4,hybrid_42,273,3,1.013605751,2.594209595,0.71729555,NA,NA,NA,NA
YLL_36,2020,4,8,loc3,trial_35,geno_9,t_4,hybrid_42,274,3,NA,0.912314263,NA,NA,NA,NA,NA
YLL_38,2020,1,23,loc9,trial_35,geno_9,t_4,hybrid_42,275,3,0.191866789,0.311637359,0.220372664,-0.890347734,0.357608965,0.018411793,-0.186613046
YLL_38,2020,4,25,loc9,trial_35,geno_9,t_6,hybrid_41,276,3,0.191866789,0.191501978,-0.186123052,-0.789515317,-0.119141488,0.795677863,-0.502875393
YLL_36,2020,4,12,loc3,trial_35,geno_9,t_7,hybrid_38,277,3,NA,0.55190812,NA,NA,NA,NA,NA
YLL_34,2020,4,8,loc4,trial_35,geno_9,t_4,hybrid_42,278,3,-1.451611133,-0.769581069,0.833421949,-1.510170532,1.57729554,-0.122909311,-1.119972656
YLL_35,2020,3,10,loc10,trial_35,geno_9,t_9,hybrid_40,279,3,NA,-0.88971645,1.296114739,-1.261055149,0.524471623,0.371714552,-1.139256945
YLL_39,2020,4,17,loc8,trial_35,geno_9,t_10,hybrid_39,280,3,NA,-0.289039546,0.21717359,-2.96630926,1.477972529,-0.829514829,-0.01305444
YLL_39,2020,3,22,loc8,trial_35,geno_9,t_7,hybrid_38,281,3,NA,0.071366597,0.286913411,-3.179836731,1.879237494,0.442375104,-0.371742224
YLL_39,2020,1,14,loc8,trial_35,geno_9,t_4,hybrid_42,282,3,NA,-0.168904165,0.513727784,-2.779472723,2.562579809,-0.723524001,-0.853849461
YLL_39,2020,1,19,loc8,trial_35,geno_9,t_9,hybrid_40,283,3,NA,0.071366597,0.61567162,-3.156111457,2.304339981,-0.440881794,-0.664863424
YLL_31,2020,2,3,loc7,trial_34,geno_10,t_6,hybrid_43,284,3,1.013605751,1.993532691,0.825530899,NA,NA,NA,NA
YLL_31,2020,4,15,loc7,trial_34,geno_10,t_4,hybrid_44,285,3,1.013605751,2.353938833,0.015311997,NA,NA,NA,NA
YLL_26,2020,1,18,loc8,trial_34,geno_10,t_10,hybrid_45,286,3,NA,-0.048768784,0.309306932,-0.418807901,1.374676598,-1.394799244,0.025514139
YLL_29,2020,1,18,loc2,trial_34,geno_10,t_4,hybrid_44,287,3,NA,1.272720405,0.936112236,NA,NA,NA,NA
YLL_28,2020,1,1,loc10,trial_34,geno_10,t_9,hybrid_46,288,3,NA,-1.490393354,0.251403686,0.064594568,0.742982248,-1.960083659,-1.096831508
YLL_31,2020,4,25,loc7,trial_34,geno_10,t_7,hybrid_47,289,3,1.013605751,2.113668071,-0.465188973,NA,NA,NA,NA
YLL_31,2020,4,12,loc7,trial_34,geno_10,t_9,hybrid_46,290,3,1.013605751,2.233803452,0.841739542,NA,NA,NA,NA
YLL_27,2020,3,17,loc3,trial_34,geno_10,t_4,hybrid_44,291,3,NA,0.55190812,0.48962809,-0.608610098,0.421175692,0.548365932,-1.25881954
YLL_26,2020,2,21,loc8,trial_34,geno_10,t_9,hybrid_46,292,3,NA,0.311637359,-0.022223808,-0.531502956,1.152193053,-2.666689177,0.580901675
YLL_31,2020,3,22,loc7,trial_34,geno_10,t_10,hybrid_45,293,3,1.013605751,2.113668071,0.139436083,NA,NA,NA,NA
YLL_26,2020,4,15,loc8,trial_34,geno_10,t_6,hybrid_43,294,3,NA,0.191501978,0.266332699,-1.12760048,1.93485838,0.018411793,0.118078728
YLL_29,2020,4,21,loc2,trial_34,geno_10,t_6,hybrid_43,295,3,NA,1.392855786,0.860294174,NA,NA,NA,NA
YLL_32,2020,3,6,loc9,trial_34,geno_10,t_10,hybrid_45,296,3,-0.136828795,-0.048768784,0.051888081,-1.643625202,0.679415521,0.371714552,-0.657149708
YLL_26,2020,4,10,loc8,trial_34,geno_10,t_7,hybrid_47,297,3,NA,-0.048768784,0.411677312,-1.943156794,1.021086678,1.290301726,-0.541443972
YLL_32,2020,3,29,loc9,trial_34,geno_10,t_7,hybrid_47,298,3,0.027518997,0.191501978,0.320183785,-1.430097731,-0.289977067,0.972329243,-0.294605067
YLL_32,2020,4,21,loc9,trial_34,geno_10,t_6,hybrid_43,299,3,0.027518997,0.191501978,0.55328967,-0.661991966,-0.222437419,1.749595313,-1.01969435
YLL_28,2020,3,11,loc10,trial_34,geno_10,t_4,hybrid_44,300,3,NA,-1.370257973,0.285633782,0.177289622,0.651605078,-0.228900139,-0.009197582
YLL_28,2020,4,2,loc10,trial_34,geno_10,t_10,hybrid_45,301,3,NA,-0.88971645,0.925448655,0.337435226,0.035802409,-1.359468968,0.368774491
YLL_30,2020,3,17,loc4,trial_34,geno_10,t_4,hybrid_44,302,3,-1.287263341,-0.649445688,0.352707707,0.174323963,0.361581885,-0.935505657,-0.448879382
YLL_27,2020,3,21,loc3,trial_34,geno_10,t_6,hybrid_43,303,3,NA,0.55190812,1.470144384,-0.080722739,0.357608965,1.25497145,-0.842278887
YLL_30,2020,3,18,loc4,trial_34,geno_10,t_9,hybrid_46,304,3,-1.287263341,-0.769581069,0.651501253,-0.478121088,0.905871986,-1.147487312,-1.227964677
YLL_29,2020,3,6,loc2,trial_34,geno_10,t_10,hybrid_45,305,3,NA,0.55190812,0.282967886,NA,NA,NA,NA
YLL_32,2020,2,11,loc9,trial_34,geno_10,t_9,hybrid_46,306,3,-0.136828795,0.191501978,0.563526708,-1.685144433,1.422351643,-0.370221242,-0.992696345
YLL_29,2020,3,29,loc2,trial_34,geno_10,t_7,hybrid_47,307,3,NA,0.792178882,0.533028866,NA,NA,NA,NA
YLL_29,2020,2,11,loc2,trial_34,geno_10,t_9,hybrid_46,308,3,NA,0.431772739,0.512128247,NA,NA,NA,NA
YLL_27,2020,3,19,loc3,trial_34,geno_10,t_10,hybrid_45,309,3,NA,0.672043501,0.776585061,-0.282387573,0.742982248,1.219641174,-0.776712303
YLL_30,2020,3,19,loc4,trial_34,geno_10,t_10,hybrid_45,310,3,-1.287263341,-0.88971645,0.854002661,-0.122241969,-0.04762892,-0.370221242,0.469052796
YLL_28,2020,2,9,loc10,trial_34,geno_10,t_7,hybrid_47,311,3,NA,-1.250122593,-0.122781379,0.287019017,-0.262166624,0.725017311,-0.768998587
YLL_28,2020,2,12,loc10,trial_34,geno_10,t_6,hybrid_43,312,3,NA,-1.009851831,1.227974455,0.672554729,0.1311525,0.301054,0.010086707
YLL_26,2020,4,16,loc8,trial_34,geno_10,t_4,hybrid_44,313,3,NA,0.071366597,0.134210928,-1.335196632,1.704428994,-0.723524001,0.349490202
YLL_27,2020,3,18,loc3,trial_34,geno_10,t_9,hybrid_46,314,3,NA,0.672043501,0.855495562,-0.635301032,1.160138894,-0.228900139,-0.72657315
YLL_27,2020,3,20,loc3,trial_34,geno_10,t_7,hybrid_47,315,3,NA,0.431772739,0.949974892,-0.484052407,0.166908784,1.113650346,-1.60593675
YLL_32,2020,1,18,loc9,trial_34,geno_10,t_4,hybrid_44,316,3,-0.136828795,-0.048768784,0.819452658,-0.632335373,0.651605078,-0.370221242,0.137363017
YLL_30,2020,3,21,loc4,trial_34,geno_10,t_6,hybrid_43,317,3,-1.122915549,-0.409174927,0.771253271,-0.175623837,0.095396216,0.371714552,-0.263750203
YLL_30,2020,3,20,loc4,trial_34,geno_10,t_7,hybrid_47,318,3,-1.287263341,-0.649445688,0.703006351,-0.762824383,0.13512542,1.396292554,-1.123829513
YLL_31,2020,2,9,loc7,trial_34,geno_11,t_6,hybrid_48,319,3,1.177953543,2.233803452,1.049786012,NA,NA,NA,NA
YLL_31,2020,4,3,loc7,trial_34,geno_11,t_9,hybrid_49,320,3,1.013605751,1.993532691,0.581654796,NA,NA,NA,NA
YLL_26,2020,3,27,loc8,trial_34,geno_11,t_6,hybrid_48,321,3,NA,0.431772739,0.776904969,-0.727236471,1.859372891,-0.334890966,1.14014607
YLL_26,2020,1,30,loc8,trial_34,geno_11,t_4,hybrid_50,322,3,NA,0.191501978,0.257268655,-0.478121088,0.917790747,-1.182817588,1.294420385
YLL_31,2020,1,15,loc7,trial_34,geno_11,t_4,hybrid_50,323,3,1.177953543,2.113668071,0.182197044,NA,NA,NA,NA
YLL_27,2020,3,24,loc3,trial_34,geno_11,t_10,hybrid_51,324,3,NA,0.311637359,0.828729973,0.811940718,-0.166816533,-0.228900139,-1.16625495
YLL_31,2020,4,18,loc7,trial_34,geno_11,t_7,hybrid_52,325,3,1.013605751,2.353938833,-0.400887578,NA,NA,NA,NA
YLL_26,2020,1,3,loc8,trial_34,geno_11,t_7,hybrid_52,326,3,NA,-0.168904165,0.322529773,-1.640659543,1.223705621,0.689687035,-0.996553203
YLL_27,2020,3,26,loc3,trial_34,geno_11,t_7,hybrid_52,327,3,NA,-0.168904165,0.932379983,-0.128173288,-0.389300078,0.831008139,-1.119972656
YLL_27,2020,3,23,loc3,trial_34,geno_11,t_9,hybrid_49,328,3,NA,0.311637359,0.150312936,-0.255696639,0.520498703,-0.688193725,-1.578938745
YLL_26,2020,4,24,loc8,trial_34,geno_11,t_10,hybrid_51,329,3,NA,0.071366597,0.284780695,-0.575987846,0.826413577,-0.864845105,0.465195938
YLL_28,2020,1,4,loc10,trial_34,geno_11,t_9,hybrid_49,330,3,NA,-1.490393354,0.356120053,-0.240868342,1.350839075,-0.900175381,-1.170111808
YLL_29,2020,1,19,loc2,trial_34,geno_11,t_4,hybrid_50,331,3,NA,0.55190812,0.520019297,NA,NA,NA,NA
YLL_26,2020,4,12,loc8,trial_34,geno_11,t_9,hybrid_49,332,3,NA,0.311637359,0.351747985,-1.569483719,1.533593415,-1.076826761,0.449768507
YLL_32,2020,3,30,loc9,trial_34,geno_11,t_7,hybrid_52,333,3,0.191866789,0.071366597,0.389497063,-1.148360095,-0.595891941,1.466953106,0.623327112
YLL_32,2020,4,22,loc9,trial_34,geno_11,t_6,hybrid_48,334,3,-0.136828795,0.191501978,0.162256147,-0.614541417,0.139098341,1.290301726,1.016726617
YLL_27,2020,3,22,loc3,trial_34,geno_11,t_4,hybrid_50,335,3,NA,-0.048768784,1.116966574,-0.368391693,0.735036407,-0.193569863,-0.171185614
YLL_29,2020,4,22,loc2,trial_34,geno_11,t_6,hybrid_48,336,3,NA,1.392855786,1.210592817,NA,NA,NA,NA
YLL_28,2020,3,24,loc10,trial_34,geno_11,t_7,hybrid_52,337,3,NA,-1.610528735,0.870744483,0.037903634,0.023883648,-1.076826761,-0.132617035
YLL_28,2020,4,19,loc10,trial_34,geno_11,t_4,hybrid_50,338,3,NA,-1.250122593,1.175402999,0.008247041,0.445013215,-1.041496485,0.075653291
YLL_30,2020,3,22,loc4,trial_34,geno_11,t_4,hybrid_50,339,3,-1.451611133,-0.769581069,0.21845322,-0.463292791,0.393365249,-0.052248759,0.021657281
YLL_30,2020,3,23,loc4,trial_34,geno_11,t_9,hybrid_49,340,3,-1.615958926,-0.88971645,0.482376855,-1.000077129,0.739009327,-0.440881794,-1.01969435
YLL_30,2020,3,24,loc4,trial_34,geno_11,t_10,hybrid_51,341,3,-1.451611133,-1.009851831,0.097421573,0.150598689,0.321852681,-1.288808416,-0.313889356
YLL_30,2020,3,26,loc4,trial_34,geno_11,t_7,hybrid_52,342,3,-1.287263341,-0.649445688,0.458277162,-0.605644439,-0.103249806,0.407044828,-0.213611051
YLL_28,2020,1,23,loc10,trial_34,geno_11,t_10,hybrid_51,343,3,NA,-1.730664116,-0.616931734,1.117403628,-0.301895828,-1.288808416,-1.077547219
YLL_28,2020,1,27,loc10,trial_34,geno_11,t_6,hybrid_48,344,3,NA,-1.490393354,0.701300178,0.441233302,0.874088622,-1.218147864,0.033227854
YLL_30,2020,3,27,loc4,trial_34,geno_11,t_6,hybrid_48,345,3,-1.287263341,-0.649445688,0.813694324,-0.406945264,0.385419408,-0.405551518,0.511478233
YLL_32,2020,3,7,loc9,trial_34,geno_11,t_10,hybrid_51,346,3,-0.301176587,0.071366597,0.144874509,-1.139463117,0.278150556,-0.228900139,0.341776486
YLL_27,2020,3,27,loc3,trial_34,geno_11,t_6,hybrid_48,347,3,NA,0.431772739,0.750352651,-0.436601857,0.67146968,0.654356759,-0.464306814
