YLL,Year,Plot.Range,Plot.Column,location,trial,gid_female,tester_male,hybrid,seq,fold,DTF_S,DTM_S,yield_S,prot_S,oil_S,SAT_S,TGLU_S
YLL_7,2021,10,11,loc7,trial_27,geno_299,t_6,hybrid_1440,8977,4,1.67099692,1.753261929,NA,NA,NA,NA,NA
YLL_11,2021,1,1,loc1,trial_15,geno_299,t_6,hybrid_1440,8978,4,NA,0.071366597,-0.257675682,NA,NA,NA,NA
YLL_11,2021,5,26,loc1,trial_15,geno_299,t_8,hybrid_1439,8979,4,NA,0.071366597,-1.514165458,NA,NA,NA,NA
YLL_8,2021,10,7,loc3,trial_20,geno_299,t_5,hybrid_1441,8980,4,NA,-1.129987212,-1.784380606,1.129266265,-2.157249674,1.113650346,0.561617386
YLL_10,2021,3,35,loc4,trial_10,geno_299,t_6,hybrid_1440,8981,4,0.684910166,0.191501978,0.309306932,1.615634394,-0.941536019,-0.016918483,0.044798428
YLL_9,2021,8,29,loc8,trial_31,geno_299,t_6,hybrid_1440,8982,4,NA,0.071366597,-0.577583119,0.248465446,0.488715339,-0.617533174,0.955016891
YLL_9,2021,8,31,loc8,trial_31,geno_299,t_5,hybrid_1441,8983,4,NA,0.191501978,-0.606694696,-0.392116968,-0.309841669,0.265723724,1.313704675
YLL_6,2021,3,50,loc6,trial_2,geno_299,t_4,hybrid_1442,8984,4,NA,0.191501978,-0.651375101,-1.513136192,1.640862267,-0.794184553,-0.244465914
YLL_7,2021,8,57,loc7,trial_11,geno_299,t_5,hybrid_1441,8985,4,1.67099692,1.633126548,NA,NA,NA,NA,NA
YLL_6,2021,7,56,loc6,trial_9,geno_299,t_8,hybrid_1439,8986,4,NA,0.431772739,-0.30736797,-0.706476856,0.425148612,-0.617533174,-0.117189603
YLL_7,2021,11,51,loc7,trial_5,geno_299,t_4,hybrid_1442,8987,4,1.342301335,1.392855786,NA,NA,NA,NA,NA
YLL_11,2021,2,47,loc1,trial_19,geno_299,t_7,hybrid_1438,8988,4,NA,-0.168904165,-1.223582869,NA,NA,NA,NA
YLL_11,2021,3,45,loc1,trial_19,geno_299,t_5,hybrid_1441,8989,4,NA,-0.168904165,-0.747880511,NA,NA,NA,NA
YLL_11,2021,4,54,loc1,trial_19,geno_299,t_4,hybrid_1442,8990,4,NA,-0.769581069,-0.559135123,NA,NA,NA,NA
YLL_6,2021,2,39,loc6,trial_2,geno_299,t_7,hybrid_1438,8991,4,NA,0.311637359,-0.33946535,-1.52203317,-0.007899716,1.07832007,NA
YLL_10,2021,13,3,loc4,trial_28,geno_299,t_5,hybrid_1441,8992,4,0.191866789,-0.289039546,0.034613079,1.013605552,-1.267315495,0.371714552,1.263565522
YLL_10,2021,11,14,loc4,trial_17,geno_299,t_4,hybrid_1442,8993,4,0.356214582,0.191501978,0.083665553,1.19451077,-0.055574761,-0.440881794,0.330205912
YLL_8,2021,12,25,loc3,trial_20,geno_299,t_8,hybrid_1439,8994,4,NA,-0.88971645,-1.982190038,1.85288714,-2.232735162,0.265723724,1.730245327
YLL_10,2021,7,22,loc4,trial_17,geno_299,t_7,hybrid_1438,8995,4,0.849257959,0.55190812,-1.032811401,1.488111043,-2.069845424,1.07832007,1.379271259
YLL_6,2021,1,60,loc6,trial_2,geno_299,t_5,hybrid_1441,8996,4,NA,0.191501978,-1.652258835,-1.234364215,0.770792691,-0.582202898,0.696607412
YLL_8,2021,13,42,loc3,trial_6,geno_299,t_4,hybrid_1442,8997,4,NA,-1.129987212,-2.212949936,2.345186588,-2.427408264,0.053742069,0.985871754
YLL_11,2021,7,21,loc1,trial_26,geno_299,t_7,hybrid_1438,8998,4,NA,0.071366597,-1.348133498,NA,NA,NA,NA
YLL_6,2021,6,8,loc6,trial_14,geno_299,t_8,hybrid_1439,8999,4,NA,0.431772739,-0.806743479,-0.834000207,0.886007384,-0.723524001,-0.240609056
YLL_6,2021,4,19,loc6,trial_22,geno_299,t_6,hybrid_1440,9000,4,NA,0.191501978,-1.042088717,-0.513709,-0.329706271,0.371714552,1.248138091
YLL_7,2021,4,33,loc7,trial_16,geno_299,t_7,hybrid_1438,9001,4,1.67099692,1.633126548,NA,NA,NA,NA,NA
YLL_8,2021,1,17,loc3,trial_4,geno_299,t_6,hybrid_1440,9002,4,NA,-1.009851831,-1.977498062,1.695707196,-1.648715858,-0.052248759,1.730245327
YLL_8,2021,1,20,loc3,trial_4,geno_299,t_7,hybrid_1438,9003,4,NA,-0.88971645,-2.780359093,1.94185692,-3.543798908,2.420870555,2.14678598
YLL_9,2021,14,22,loc8,trial_25,geno_299,t_6,hybrid_1440,9004,4,NA,-0.168904165,-0.935559541,0.657726433,-0.011872636,-0.052248759,0.793028859
YLL_9,2021,9,42,loc8,trial_12,geno_299,t_8,hybrid_1439,9005,4,NA,-0.048768784,-0.835428513,-0.214177408,0.007991966,0.195063172,0.557760528
YLL_9,2021,11,30,loc8,trial_12,geno_299,t_4,hybrid_1442,9006,4,NA,-0.168904165,-1.440800019,0.841597311,-0.142979011,-0.158239587,0.92030517
YLL_9,2021,10,3,loc8,trial_29,geno_300,t_5,hybrid_1443,9007,4,NA,-0.529310307,-1.099032241,0.636966818,-0.027764318,-0.47621207,1.502690711
YLL_7,2021,11,43,loc7,trial_5,geno_300,t_4,hybrid_1444,9008,4,1.013605751,1.032449644,NA,NA,NA,NA,NA
YLL_6,2021,5,20,loc6,trial_14,geno_300,t_6,hybrid_1445,9009,4,NA,0.55190812,-0.902609075,-0.487018066,-0.464785566,1.360962278,1.155573501
YLL_6,2021,9,39,loc6,trial_37,geno_300,t_4,hybrid_1444,9010,4,NA,0.191501978,-0.176632465,-0.842897185,0.917790747,-0.688193725,-0.356314793
YLL_11,2021,9,11,loc1,trial_26,geno_300,t_5,hybrid_1443,9011,4,NA,-1.129987212,-1.563431203,NA,NA,NA,NA
YLL_11,2021,4,36,loc1,trial_19,geno_300,t_4,hybrid_1444,9012,4,NA,-1.129987212,-1.366581494,NA,NA,NA,NA
YLL_9,2021,6,41,loc8,trial_31,geno_300,t_7,hybrid_1446,9013,4,NA,-0.409174927,-1.027799518,0.53910006,-1.211694609,0.336384276,0.970444322
YLL_6,2021,6,22,loc6,trial_14,geno_300,t_5,hybrid_1443,9014,4,NA,0.191501978,-1.061816342,-0.234937023,-0.488623089,0.407044828,0.750603422
YLL_9,2021,11,18,loc8,trial_29,geno_300,t_4,hybrid_1444,9015,4,NA,-0.529310307,-1.269329633,0.722970938,-0.917698497,-1.041496485,2.455334611
YLL_7,2021,10,15,loc7,trial_27,geno_300,t_5,hybrid_1443,9016,4,1.342301335,1.753261929,NA,NA,NA,NA,NA
YLL_11,2021,10,10,loc1,trial_26,geno_300,t_6,hybrid_1445,9017,4,NA,-0.769581069,-1.899973827,NA,NA,NA,NA
YLL_6,2021,7,49,loc6,trial_9,geno_300,t_7,hybrid_1446,9018,4,NA,0.311637359,-0.374548532,-0.721305152,-0.786592122,-0.158239587,-0.236752198
YLL_11,2021,8,12,loc1,trial_26,geno_300,t_7,hybrid_1446,9019,4,NA,-1.490393354,-1.832793265,NA,NA,NA,NA
YLL_6,2021,8,19,loc6,trial_14,geno_300,t_6,hybrid_1445,9020,4,NA,0.672043501,-0.755345018,-0.492949385,-0.127087329,-0.087579035,0.106508154
YLL_8,2021,10,11,loc3,trial_20,geno_300,t_7,hybrid_1446,9021,4,NA,-1.009851831,-1.571215617,1.049193463,-2.157249674,1.07832007,-0.01305444
YLL_10,2021,12,19,loc4,trial_17,geno_300,t_6,hybrid_1445,9022,4,0.684910166,0.311637359,0.057433143,0.806009399,-0.58397318,0.053742069,1.460265275
YLL_8,2021,8,29,loc3,trial_13,geno_300,t_6,hybrid_1445,9023,4,NA,-0.88971645,-1.606192164,1.796539613,-1.628851255,-0.228900139,3.164996463
YLL_10,2021,17,24,loc4,trial_28,geno_300,t_7,hybrid_1446,9024,4,0.027518997,-0.048768784,0.79343352,0.346332204,-1.362665586,1.537613657,-0.680290856
YLL_9,2021,3,30,loc8,trial_7,geno_300,t_8,hybrid_1447,9025,4,NA,0.071366597,-0.680060134,0.325572589,-0.647539907,-0.440881794,2.196925132
YLL_6,2021,7,44,loc6,trial_9,geno_300,t_8,hybrid_1447,9026,4,NA,0.191501978,-0.192947744,-1.097943887,0.254313033,-0.228900139,-0.078621025
YLL_11,2021,3,36,loc1,trial_19,geno_300,t_7,hybrid_1446,9027,4,NA,-1.250122593,-1.135608324,NA,NA,NA,NA
YLL_11,2021,10,55,loc1,trial_21,geno_300,t_8,hybrid_1447,9028,4,NA,-0.409174927,-1.16855879,NA,NA,NA,NA
YLL_8,2021,9,35,loc3,trial_20,geno_300,t_8,hybrid_1447,9029,4,NA,-1.250122593,-2.319479112,1.912200327,-3.074994296,2.385540279,1.668535601
YLL_10,2021,6,22,loc4,trial_10,geno_300,t_8,hybrid_1447,9030,4,0.684910166,0.311637359,-0.14389527,0.681451707,-1.044831951,-0.016918483,1.699390464
YLL_10,2021,7,34,loc4,trial_17,geno_300,t_4,hybrid_1444,9031,4,0.191866789,-0.529310307,-0.523412126,1.268652253,-1.203748768,0.301054,0.210643317
YLL_7,2021,8,16,loc7,trial_3,geno_300,t_7,hybrid_1446,9032,4,1.67099692,1.87339731,NA,NA,NA,NA,NA
YLL_8,2021,16,17,loc3,trial_6,geno_300,t_5,hybrid_1443,9033,4,NA,-1.250122593,-1.733088781,1.268652253,-1.366638506,0.371714552,0.650325117
YLL_7,2021,2,52,loc7,trial_16,geno_300,t_5,hybrid_1443,9034,4,1.342301335,1.512991167,NA,NA,NA,NA,NA
YLL_7,2021,11,16,loc7,trial_27,geno_300,t_6,hybrid_1445,9035,4,1.506649128,1.753261929,NA,NA,NA,NA,NA
YLL_10,2021,9,29,loc4,trial_17,geno_300,t_5,hybrid_1443,9036,4,0.191866789,0.191501978,0.694475486,0.49461517,-0.758781679,-0.370221242,0.013943565
YLL_8,2021,11,21,loc3,trial_20,geno_300,t_4,hybrid_1444,9037,4,NA,-1.250122593,-1.506914223,1.624531372,-1.505690722,0.124402621,0.094937581
YLL_9,2021,7,4,loc8,trial_23,geno_300,t_6,hybrid_1445,9038,4,NA,0.071366597,-0.475532646,0.002315722,-0.50054185,-0.158239587,2.925871274
YLL_7,2021,3,40,loc7,trial_16,geno_300,t_8,hybrid_1447,9039,4,1.506649128,1.753261929,NA,NA,NA,NA,NA
YLL_9,2021,15,21,loc8,trial_25,geno_300,t_8,hybrid_1447,9040,4,NA,-0.289039546,-1.123345206,0.396748412,-0.595891941,0.124402621,1.78038448
YLL_9,2021,3,12,loc8,trial_18,geno_301,t_8,hybrid_1448,9041,4,NA,-0.048768784,-1.052645662,1.087747035,0.329798522,-0.582202898,0.808456291
YLL_6,2021,2,42,loc6,trial_2,geno_301,t_8,hybrid_1448,9042,4,NA,0.071366597,-0.645083588,-0.436601857,1.736212358,-0.864845105,-1.119972656
YLL_9,2021,4,5,loc8,trial_18,geno_301,t_6,hybrid_1449,9043,4,NA,-0.048768784,-1.056591187,1.360587692,-0.186681135,-0.582202898,0.955016891
YLL_7,2021,5,50,loc7,trial_11,geno_301,t_5,hybrid_1450,9044,4,1.342301335,0.912314263,NA,NA,NA,NA,NA
YLL_6,2021,3,52,loc6,trial_2,geno_301,t_4,hybrid_1451,9045,4,NA,0.071366597,-0.92564241,-0.33576944,1.227678541,-1.465459796,-0.421881377
YLL_8,2021,9,28,loc3,trial_20,geno_301,t_6,hybrid_1449,9046,4,NA,-1.250122593,-2.226705955,2.208766259,-2.347949855,0.901668691,0.785315143
YLL_11,2021,9,41,loc1,trial_21,geno_301,t_5,hybrid_1450,9047,4,NA,-0.88971645,-1.45530249,NA,NA,NA,NA
YLL_8,2021,10,5,loc3,trial_20,geno_301,t_5,hybrid_1450,9048,4,NA,-1.370257973,-1.83876487,1.443626153,-1.469934438,0.513035656,-0.788282877
YLL_8,2021,16,18,loc3,trial_6,geno_301,t_4,hybrid_1451,9049,4,NA,-1.490393354,-2.051503316,2.033792359,-1.291153018,0.053742069,1.151716643
YLL_7,2021,2,50,loc7,trial_16,geno_301,t_8,hybrid_1448,9050,4,1.506649128,0.672043501,NA,NA,NA,NA,NA
YLL_11,2021,3,4,loc1,trial_15,geno_301,t_5,hybrid_1450,9051,4,NA,-0.769581069,-1.41861977,NA,NA,NA,NA
YLL_6,2021,10,28,loc6,trial_8,geno_301,t_7,hybrid_1452,9052,4,NA,0.311637359,-0.149546968,-0.46922411,0.715171805,0.371714552,-1.67921705
YLL_9,2021,13,8,loc8,trial_25,geno_301,t_5,hybrid_1450,9053,4,NA,-0.168904165,-1.073759553,0.36412616,0.22252967,-0.829514829,-0.01305444
YLL_10,2021,14,2,loc4,trial_28,geno_301,t_7,hybrid_1452,9054,4,-0.46552438,-0.769581069,0.662378106,0.957258024,-0.671377429,-0.334890966,-0.510589109
YLL_6,2021,9,30,loc6,trial_8,geno_301,t_6,hybrid_1449,9055,4,NA,0.311637359,-0.928095034,0.417508028,-0.127087329,-1.006166209,-0.321603072
YLL_11,2021,9,18,loc1,trial_26,geno_301,t_4,hybrid_1451,9056,4,NA,-1.490393354,-1.879713022,NA,NA,NA,NA
YLL_8,2021,5,8,loc3,trial_13,geno_301,t_8,hybrid_1448,9057,4,NA,-1.250122593,-1.803681688,NA,NA,NA,NA
YLL_6,2021,4,4,loc6,trial_22,geno_301,t_5,hybrid_1450,9058,4,NA,0.191501978,-1.373512822,0.01417836,0.651605078,-2.278056142,-0.043909303
YLL_9,2021,16,10,loc8,trial_25,geno_301,t_4,hybrid_1451,9059,4,NA,-0.409174927,-1.425551098,0.856425607,-0.301895828,-0.617533174,0.46133908
YLL_10,2021,14,24,loc4,trial_28,geno_301,t_4,hybrid_1451,9060,4,-0.629872172,-0.649445688,0.642330574,1.324999781,-0.150924852,-1.076826761,0.422770502
YLL_9,2021,7,42,loc8,trial_31,geno_301,t_7,hybrid_1452,9061,4,NA,-0.048768784,-1.322327632,1.061056101,-0.977292303,0.47770538,1.259708664
YLL_11,2021,2,23,loc1,trial_15,geno_301,t_6,hybrid_1449,9062,4,NA,-0.649445688,-0.695735599,NA,NA,NA,NA
YLL_10,2021,13,12,loc4,trial_28,geno_301,t_5,hybrid_1450,9063,4,0.027518997,-0.409174927,0.251723593,1.455488791,-0.301895828,0.689687035,-0.344744219
YLL_7,2021,9,52,loc7,trial_5,geno_301,t_4,hybrid_1451,9064,4,1.013605751,0.311637359,NA,NA,NA,NA,NA
YLL_10,2021,4,5,loc4,trial_10,geno_301,t_6,hybrid_1449,9065,4,0.191866789,0.191501978,1.462146698,1.123334947,0.278150556,-0.829514829,0.264639328
YLL_8,2021,3,21,loc3,trial_4,geno_301,t_7,hybrid_1452,9066,4,NA,-1.490393354,-2.089465665,1.54742423,-1.593094971,0.760347587,0.457482223
YLL_8,2021,15,31,loc3,trial_6,geno_301,t_7,hybrid_1452,9067,4,NA,-1.250122593,-2.290154264,2.164281369,-2.502893752,1.396292554,0.229927607
YLL_7,2021,6,12,loc7,trial_3,geno_301,t_7,hybrid_1452,9068,4,1.506649128,1.512991167,NA,NA,NA,NA,NA
YLL_7,2021,6,47,loc7,trial_11,geno_301,t_4,hybrid_1451,9069,4,0.849257959,0.912314263,NA,NA,NA,NA,NA
YLL_7,2021,9,39,loc7,trial_5,geno_301,t_6,hybrid_1449,9070,4,1.506649128,1.272720405,NA,NA,NA,NA,NA
YLL_11,2021,4,57,loc1,trial_19,geno_301,t_8,hybrid_1448,9071,4,NA,-0.168904165,-0.714610138,NA,NA,NA,NA
YLL_10,2021,2,21,loc4,trial_10,geno_301,t_8,hybrid_1448,9072,4,0.027518997,-1.009851831,-0.451219681,1.612668735,-1.295125938,0.583696208,0.079510149
YLL_11,2021,3,61,loc1,trial_19,geno_301,t_7,hybrid_1452,9073,4,NA,-0.769581069,-1.094446901,NA,NA,NA,NA
YLL_7,2021,6,3,loc7,trial_3,geno_302,t_4,hybrid_1453,9074,4,0.849257959,1.392855786,NA,NA,NA,NA,NA
YLL_10,2021,9,28,loc4,trial_17,geno_302,t_8,hybrid_1454,9075,4,0.356214582,-0.048768784,0.787888457,0.325572589,-0.111195647,-0.47621207,0.542333096
YLL_9,2021,7,35,loc8,trial_31,geno_302,t_6,hybrid_1455,9076,4,NA,-0.168904165,-0.571931421,0.1861866,0.027856568,0.018411793,1.934658795
YLL_10,2021,8,23,loc4,trial_17,geno_302,t_5,hybrid_1456,9077,4,0.027518997,-0.529310307,-0.342877696,0.66958907,-1.366638506,-0.122909311,-0.01305444
YLL_6,2021,1,55,loc6,trial_2,geno_302,t_8,hybrid_1454,9078,4,NA,0.071366597,-1.008071893,-0.958557898,0.985330395,-0.829514829,0.476766512
YLL_8,2021,2,32,loc3,trial_4,geno_302,t_5,hybrid_1456,9079,4,NA,-1.490393354,-2.467596255,1.585977801,-1.998332856,0.230393448,0.526905665
YLL_11,2021,2,6,loc1,trial_15,geno_302,t_7,hybrid_1457,9080,4,NA,-0.048768784,-0.667157201,NA,NA,NA,NA
YLL_7,2021,7,10,loc7,trial_3,geno_302,t_6,hybrid_1455,9081,4,1.177953543,1.512991167,NA,NA,NA,NA,NA
YLL_10,2021,4,9,loc4,trial_10,geno_302,t_6,hybrid_1455,9082,4,0.027518997,0.191501978,1.019714713,0.307778633,-0.011872636,-0.158239587,-0.691861429
YLL_8,2021,11,28,loc3,trial_20,geno_302,t_8,hybrid_1454,9083,4,NA,-1.250122593,-1.838338327,0.820837696,-1.910928607,0.47770538,1.244281233
YLL_6,2021,2,4,loc6,trial_22,geno_302,t_4,hybrid_1453,9084,4,NA,0.191501978,-1.430562981,-0.694614219,1.191922257,-1.712771727,0.669609407
YLL_8,2021,8,8,loc3,trial_13,geno_302,t_4,hybrid_1453,9085,4,NA,-1.490393354,-1.864677373,1.075884397,-0.866050531,-0.511542346,-0.082477882
YLL_9,2021,14,23,loc8,trial_24,geno_302,t_4,hybrid_1453,9086,4,NA,-0.409174927,-1.316036119,0.648829455,-0.719052475,-1.394799244,1.390841833
YLL_8,2021,15,27,loc3,trial_6,geno_302,t_7,hybrid_1457,9087,4,NA,-1.250122593,-2.368531586,2.223594555,-3.305423681,1.113650346,1.19414208
YLL_6,2021,3,54,loc6,trial_2,geno_302,t_7,hybrid_1457,9088,4,NA,0.071366597,-0.986104916,-1.290711743,-0.107222727,0.301054,0.395772496
YLL_9,2021,1,32,loc8,trial_7,geno_302,t_8,hybrid_1454,9089,4,NA,0.071366597,-0.777525267,0.334469567,0.190746306,-0.087579035,1.04758148
YLL_11,2021,10,37,loc1,trial_21,geno_302,t_4,hybrid_1453,9090,4,NA,-1.129987212,-1.653218557,NA,NA,NA,NA
YLL_6,2021,8,46,loc6,trial_9,geno_302,t_5,hybrid_1456,9091,4,NA,0.191501978,-0.773473106,-0.905176031,0.389392328,-0.193569863,0.762173996
YLL_9,2021,8,37,loc8,trial_31,geno_302,t_7,hybrid_1457,9092,4,NA,0.071366597,-0.836174964,0.061628909,-1.108398678,0.336384276,1.124718638
YLL_7,2021,10,54,loc7,trial_5,geno_302,t_5,hybrid_1456,9093,4,1.177953543,1.032449644,NA,NA,NA,NA,NA
YLL_11,2021,3,51,loc1,trial_19,geno_302,t_5,hybrid_1456,9094,4,NA,-0.769581069,-1.308891519,NA,NA,NA,NA
YLL_6,2021,11,45,loc6,trial_37,geno_302,t_5,hybrid_1456,9095,4,NA,0.191501978,-0.790641472,-0.759858724,0.286096397,0.619026483,1.051438338
YLL_6,2021,5,5,loc6,trial_14,geno_302,t_6,hybrid_1455,9096,4,NA,0.191501978,-1.23552608,-0.676820263,0.202665068,1.184310898,1.483406422
YLL_8,2021,12,39,loc3,trial_20,geno_302,t_6,hybrid_1455,9097,4,NA,-1.129987212,-2.707206926,2.143521754,-3.067048455,1.466953106,2.07350568
YLL_7,2021,1,39,loc7,trial_16,geno_302,t_7,hybrid_1457,9098,4,1.67099692,1.512991167,NA,NA,NA,NA,NA
YLL_11,2021,7,51,loc1,trial_21,geno_302,t_8,hybrid_1454,9099,4,NA,-0.769581069,-0.699681124,NA,NA,NA,NA
YLL_10,2021,15,18,loc4,trial_28,geno_302,t_7,hybrid_1457,9100,4,-0.301176587,NA,0.433750925,0.005281382,-1.259369654,0.795677863,-0.630151703
YLL_9,2021,10,20,loc8,trial_29,geno_302,t_5,hybrid_1456,9101,4,NA,-0.529310307,-0.922869879,0.236602809,-0.433002203,-0.405551518,1.078436343
YLL_7,2021,10,9,loc7,trial_27,geno_302,t_6,hybrid_1455,9102,4,1.506649128,1.633126548,NA,NA,NA,NA,NA
YLL_10,2021,2,26,loc4,trial_10,geno_302,t_4,hybrid_1453,9103,4,-0.629872172,-0.88971645,-0.291372599,1.025468189,-1.032913189,0.442375104,-0.036195588
YLL_11,2021,7,40,loc1,trial_21,geno_302,t_6,hybrid_1455,9104,4,NA,-0.88971645,-1.256000156,NA,NA,NA,NA
YLL_7,2021,1,1,loc7,trial_32,geno_302,t_8,hybrid_1454,9105,4,1.342301335,1.032449644,NA,NA,NA,NA,NA
YLL_7,2021,10,31,loc7,trial_5,geno_303,t_6,hybrid_1458,9106,4,1.342301335,1.753261929,NA,NA,NA,NA,NA
YLL_9,2021,8,12,loc8,trial_23,geno_303,t_5,hybrid_1459,9107,4,NA,0.071366597,-0.761743167,-0.068860101,0.298015158,-0.65286345,0.156647307
YLL_6,2021,6,2,loc6,trial_14,geno_303,t_5,hybrid_1459,9108,4,NA,0.311637359,-1.334697386,0.064594568,-0.31381459,-2.278056142,0.885593449
YLL_7,2021,4,15,loc7,trial_32,geno_303,t_5,hybrid_1459,9109,4,1.013605751,1.87339731,NA,NA,NA,NA,NA
YLL_10,2021,16,12,loc4,trial_28,geno_303,t_6,hybrid_1458,9110,4,0.027518997,0.071366597,0.281155077,1.381347308,-0.146951931,-0.47621207,-0.32545993
YLL_10,2021,1,34,loc4,trial_10,geno_303,t_4,hybrid_1460,9111,4,-0.301176587,-0.769581069,-0.089937549,1.59190912,-0.611783623,-0.440881794,-0.182756188
YLL_11,2021,4,35,loc1,trial_19,geno_303,t_7,hybrid_1461,9112,4,NA,0.071366597,-1.7152806,NA,NA,NA,NA
YLL_8,2021,4,31,loc3,trial_4,geno_303,t_5,hybrid_1459,9113,4,NA,-0.88971645,-1.822129684,1.743157745,-0.969346462,-0.864845105,0.796885717
YLL_6,2021,3,29,loc6,trial_22,geno_303,t_8,hybrid_1462,9114,4,NA,0.311637359,-0.872111232,-0.596747461,0.878061543,-0.370221242,-0.47202053
YLL_8,2021,13,12,loc3,trial_6,geno_303,t_5,hybrid_1459,9115,4,NA,-1.009851831,-1.997865502,1.612668735,-0.889888053,-0.29956069,0.692750554
YLL_9,2021,15,36,loc8,trial_24,geno_303,t_7,hybrid_1461,9116,4,NA,0.071366597,-1.576867316,0.743730553,-0.67932327,-0.264230414,0.931875743
YLL_10,2021,10,32,loc4,trial_17,geno_303,t_5,hybrid_1459,9117,4,0.520562374,0.191501978,0.32871465,0.915738794,0.083477454,-0.758854277,-0.097905314
YLL_10,2021,11,22,loc4,trial_17,geno_303,t_7,hybrid_1461,9118,4,-0.301176587,0.191501978,0.666963446,1.339828077,-1.028940269,0.795677863,-0.414167661
YLL_8,2021,5,3,loc3,trial_13,geno_303,t_4,hybrid_1460,9119,4,NA,-1.129987212,-2.10919329,2.102002523,-1.096479916,0.159732897,0.619470254
YLL_8,2021,6,36,loc3,trial_13,geno_303,t_8,hybrid_1462,9120,4,NA,-0.88971645,-2.220094535,1.59190912,-1.505690722,0.089072345,2.78702439
YLL_7,2021,11,7,loc7,trial_27,geno_303,t_8,hybrid_1462,9121,4,1.506649128,1.753261929,NA,NA,NA,NA,NA
YLL_6,2021,9,1,loc6,trial_8,geno_303,t_6,hybrid_1458,9122,4,NA,0.55190812,-1.358370536,-0.211211749,-0.142979011,0.265723724,0.704321128
YLL_6,2021,10,3,loc6,trial_8,geno_303,t_4,hybrid_1460,9123,4,NA,0.311637359,-0.829990086,-0.131138947,0.305960999,-2.066074486,0.735175991
YLL_11,2021,4,6,loc1,trial_15,geno_303,t_8,hybrid_1462,9124,4,NA,0.071366597,-1.051152761,NA,NA,NA,NA
YLL_9,2021,14,7,loc8,trial_25,geno_303,t_6,hybrid_1458,9125,4,NA,-0.048768784,-0.746920789,0.672554729,0.687361361,-1.006166209,0.002372991
YLL_6,2021,4,55,loc6,trial_2,geno_303,t_7,hybrid_1461,9126,4,NA,0.311637359,-0.924895959,-0.478121088,0.40528401,-0.546872622,-1.193252955
YLL_9,2021,5,32,loc8,trial_31,geno_303,t_8,hybrid_1462,9127,4,NA,-0.048768784,-0.948355838,0.547997038,0.389392328,-0.228900139,0.82774058
YLL_10,2021,18,1,loc4,trial_28,geno_303,t_4,hybrid_1460,9128,4,-0.136828795,-0.529310307,0.332766811,0.903876157,0.019910727,-0.688193725,-0.32545993
YLL_8,2021,9,16,loc3,trial_20,geno_303,t_6,hybrid_1458,9129,4,NA,-0.88971645,-1.682863313,2.253251149,-1.338828063,-0.122909311,0.303207907
YLL_10,2021,10,30,loc4,trial_17,geno_303,t_8,hybrid_1462,9130,4,0.684910166,NA,0.374781321,1.188579452,-0.286004146,-0.829514829,0.870166017
YLL_11,2021,9,29,loc1,trial_26,geno_303,t_5,hybrid_1459,9131,4,NA,0.071366597,-1.840577679,NA,NA,NA,NA
YLL_11,2021,8,54,loc1,trial_21,geno_303,t_4,hybrid_1460,9132,4,NA,-1.370257973,-1.508620396,NA,NA,NA,NA
YLL_9,2021,13,13,loc8,trial_25,geno_303,t_4,hybrid_1460,9133,4,NA,-0.409174927,-1.156295672,0.998777255,-0.663431588,-1.182817588,1.21342637
YLL_8,2021,9,17,loc3,trial_20,geno_303,t_7,hybrid_1461,9134,4,NA,-1.009851831,-1.859132311,2.339255269,-2.280410208,-0.370221242,0.249211896
YLL_7,2021,1,59,loc7,trial_16,geno_303,t_7,hybrid_1461,9135,4,1.835344712,1.753261929,NA,NA,NA,NA,NA
YLL_11,2021,6,11,loc1,trial_26,geno_303,t_6,hybrid_1458,9136,4,NA,-0.289039546,-1.28927053,NA,NA,NA,NA
YLL_11,2021,10,24,loc1,trial_26,geno_303,t_8,hybrid_1462,9137,4,NA,-0.168904165,-1.556713147,NA,NA,NA,NA
YLL_7,2021,5,30,loc7,trial_3,geno_303,t_4,hybrid_1460,9138,4,1.013605751,1.753261929,NA,NA,NA,NA,NA
YLL_10,2021,1,17,loc4,trial_10,geno_304,t_6,hybrid_1463,9139,4,-0.794219964,-0.409174927,0.119815093,1.41396956,0.13512542,-1.288808416,-0.896274898
YLL_7,2021,10,46,loc7,trial_5,geno_304,t_7,hybrid_1464,9140,4,1.506649128,1.152585025,NA,NA,NA,NA,NA
YLL_6,2021,10,43,loc6,trial_37,geno_304,t_4,hybrid_1465,9141,4,NA,0.071366597,-0.361858871,-0.581919164,-0.488623089,-0.087579035,0.256925612
YLL_7,2021,10,10,loc7,trial_27,geno_304,t_5,hybrid_1466,9142,4,1.177953543,0.912314263,NA,NA,NA,NA,NA
YLL_6,2021,5,36,loc6,trial_9,geno_304,t_7,hybrid_1464,9143,4,NA,0.071366597,-0.706932359,-0.475155429,0.385419408,-0.47621207,-1.108402082
YLL_11,2021,5,27,loc1,trial_15,geno_304,t_8,hybrid_1467,9144,4,NA,-1.129987212,-1.766998969,NA,NA,NA,NA
YLL_8,2021,12,20,loc3,trial_20,geno_304,t_4,hybrid_1465,9145,4,NA,-1.490393354,-2.350403498,2.149453072,-1.644742937,-0.29956069,-0.140330751
YLL_6,2021,9,5,loc6,trial_8,geno_304,t_6,hybrid_1463,9146,4,NA,0.191501978,-0.994635781,0.23363715,0.758873929,-1.712771727,0.368774491
